Station,Station alias,	Date established,	Date closed,Declared reporting status,Assessed reporting status,Station type,WIGOS Station Identifier(s),WMO Region,Regional WIGOS Center,Country,Latitude,Longitude,Elevation,Geopositioning method,Time zone,Supervising organization,Station URL,Other link (URL),Site description,Climate zone,Predominant surface cover,Surface roughness,Topography or bathymetry,Population in 10km/50km,Programs/Network affiliation,	Last updated date,Last updated by
NOVI GRAD,,	1892-01-01,,Operational,Unknown,Land (fixed),0-70-0-14535|primary,Europe,,Bosnia and Herzegovina,45.05042,16.37733,122,GPS,UTC+1,Republic Hydrometeorological Institute of Republic of Serbska,,,,Warm Temperate - Fully humid - Warm summer,Artificial surfaces and associated areas (Urban areas >50%)(Surface cover types (GlobCover2009)),,(unknown) at lowest relative elevation within valleys of low altitude,7|380,"CLIMAT(C) - to be deprecated:Closed, RBCN - deprecated:Closed, RBON:Operational, RBSN(S) - deprecated:Closed",	2022-01-21,Bozidar Perovanovic
PRIJEDOR,,	1917-01-01,,Operational,Partly operational,Land (fixed),0-70-0-14536|primary,Europe,,Bosnia and Herzegovina,44.97193,16.71257,133,GPS,UTC+1,Republic Hydrometeorological Institute of Republic of Serbska,,,,Snow - Fully humid - Warm summer,Mosaic cropland (50-70%) / vegetation (grassland/shrubland/forest) (20-50%)(Surface cover types (GlobCover2009)),,(unknown) at lowest relative elevation within valleys of low altitude,,"CLIMAT(C) - to be deprecated:Closed, RBCN - deprecated:Closed, RBON:Operational, RBSN(S) - deprecated:Closed",	2022-01-27,Bozidar Perovanovic
Rudo climat,,	1949-01-02,,Operational,Unknown,Land (fixed),0-70-0-14663|primary,Europe,,Bosnia and Herzegovina,43.61759,19.36852,416,(unknown),UTC+1,Republic Hydrometeorological Institute of Republic of Serbska,,,,Warm Temperate - Fully humid - Warm summer,Mosaic vegetation (grassland/shrubland/forest) (50-70%) / cropland (20-50%) (Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within rises of middle altitude,15|370,"CLIMAT(C) - to be deprecated:Closed, GOS General:Operational, RBCN - deprecated:Closed, RBON:Operational",	2021-03-26,Bozidar Perovanovic
SANSKI MOST,,	1892-01-01,,Operational,Operational,Land (fixed),0-20000-0-14537|primary,Europe,,Bosnia and Herzegovina,44.77095,16.676019,156,GPS,UTC+1,Federal Hydrometeorological Institute,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: AGRIMET;RIVSTG;SNOW;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Snow survey.,,,,,60|350,"GBON:Operational, GOS General:Operational",	2021-08-16,Kemal SEHBAJRAKTAREVIC
SARAJEVO-BJELAVE,,	1892-01-01,,Operational,Partly operational,Land (fixed),0-20000-0-14654|primary,Europe,,Bosnia and Herzegovina,43.867791,18.42282,632,GPS,UTC+1,Federal Hydrometeorological Institute,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: AGRIMET;CLIMAT(C);RBCN;RBSN(S);SEISMO;SNOW;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Seismological observations; Snow survey.,Snow - Fully humid - Warm summer,Mosaic cropland (50-70%) / vegetation (grassland/shrubland/forest) (20-50%)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within rises of middle altitude,420|550,"CLIMAT(C) - to be deprecated:Closed, GBON:Operational, GOS General:Operational, RBCN - deprecated:Closed, RBON:Operational, RBSN(S) - deprecated:Closed",	2021-08-16,Kemal SEHBAJRAKTAREVIC
SOKOLAC SYNOP,,	1892-01-01,,Operational,Partly operational,Land (fixed),0-70-0-14658|primary,Europe,,Bosnia and Herzegovina,43.92246,18.78007,898,GPS,UTC+1,Republic Hydrometeorological Institute of Republic of Serbska,,,,Snow - Fully humid - Warm summer,Mosaic cropland (50-70%) / vegetation (grassland/shrubland/forest) (20-50%)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within hills of high altitude,12|350,"CLIMAT(C) - to be deprecated:Closed, RBCN - deprecated:Closed, RBON:Operational, RBSN(S) - deprecated:Closed",	2022-01-31,Bozidar Perovanovic
SREBRENICA SYNOP,,	1892-01-01,,Operational,Partly operational,Land (fixed),0-70-0-14564|primary,Europe,,Bosnia and Herzegovina,44.09303,19.30301,434,GPS,UTC+1,Republic Hydrometeorological Institute of Republic of Serbska,,,,Warm Temperate - Fully humid - Warm summer,Closed (>40%) broadleaved deciduous forest (>5m)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within mountains of middle altitude,12|390,"CLIMAT(C) - to be deprecated:Closed, RBCN - deprecated:Closed, RBON:Operational, RBSN(S) - deprecated:Closed",	2021-09-15,Bozidar Perovanovic
TUZLA,,	1910-01-01,,Operational,Operational,Land (fixed),0-20000-0-14557|primary,Europe,,Bosnia and Herzegovina,44.542016,18.68509,300,GPS,UTC+1,Federal Hydrometeorological Institute,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: AGRIMET;CLIMAT(C);RBCN;RIVSTG;SNOW;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Snow survey.,,,,,150|200,"CLIMAT(C) - to be deprecated:Closed, GBON:Operational, RBCN - deprecated:Closed, RBON:Operational",	2022-10-19,Kemal SEHBAJRAKTAREVIC
ZENICA,,	1925-01-01,,Operational,Operational,Land (fixed),0-20000-0-14549|primary,Europe,,Bosnia and Herzegovina,44.201983,17.900328,341,GPS,UTC+1,Federal Hydrometeorological Institute,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: AGRIMET;CLIMAT(C);RIVSTG;SNOW;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Snow survey.,Snow - Fully humid - Warm summer,Artificial surfaces and associated areas (Urban areas >50%)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within rises of middle altitude,165|220,"GBON:Operational, GOS General:Operational",	2021-11-15,Kemal SEHBAJRAKTAREVIC
ACHTOPOL,,	1977-01-01,,Operational,Unknown,Land (fixed),0-20000-0-15661|primary,Europe,,Bulgaria,42.1,27.85,18,,,National Institute of Meteorology and Hydrology [Bulgaria],,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: C;M/B;ROCOB;SEA/SWELL;SEATEMP (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Station making reports of sudden changes; Rocket-sonde observations; Sea and swell observations.,,,,,,GOS General:Operational,	2016-04-28,
BOTEV VRAH (TOP/SOMMET),,	1946-01-01,,Operational,Silent,Land (fixed),0-20000-0-15627|primary,Europe,,Bulgaria,42.6666666667,24.8333333333,2384,,,National Institute of Meteorology and Hydrology [Bulgaria],,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: M;MONT;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Observations of cloud below the level of the station.,,,,,,GOS General:Operational,	2016-04-28,
BURGAS,,	1951-01-01,,Operational,Partly operational,Land (fixed),0-20000-0-15655|primary,Europe,,Bulgaria,42.5,27.4833333333,27,,,National Institute of Meteorology and Hydrology [Bulgaria],,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: C;CLIMAT(C);RBSN(S);SEA/SWELL;SEATEMP (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Sea and swell observations.,,,,,,"CLIMAT(C) - to be deprecated:Closed, GBON:Operational, GOS General:Operational, RBON:Operational, RBSN(S) - deprecated:Closed",	2016-04-28,
CHERNI VRAH (TOP/SOMMET),,	1936-01-01,,Operational,Unknown,Land (fixed),0-20000-0-15613|primary,Europe,,Bulgaria,42.5833333333,23.2666666667,2286,,,National Institute of Meteorology and Hydrology [Bulgaria],,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: M;MONT;SUNDUR;TOTRA (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Observations of cloud below the level of the station; Total radiation measurements.,,,,,,GOS General:Operational,	2016-04-28,
CHIRPAN,,	1960-01-01,,Operational,Unknown,Land (fixed),0-20000-0-15635|primary,Europe,,Bulgaria,42.2,25.3333333333,173,,,National Institute of Meteorology and Hydrology [Bulgaria],,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: EVAP;M/B;SOILTEMP;SUNDUR;TOTRA (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Station making reports of sudden changes; Total radiation measurements.,,,,,,GOS General:Operational,	2016-04-28,
DRAGOMAN,,	1977-01-01,,Operational,Unknown,Land (fixed),0-20000-0-15605|primary,Europe,,Bulgaria,42.9333333333,22.9333333333,714,,,National Institute of Meteorology and Hydrology [Bulgaria],,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: M/B (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Station making reports of sudden changes.,,,,,,GOS General:Operational,	2016-04-28,
ELHOVO,,	1960-01-01,,Operational,Unknown,Land (fixed),0-20000-0-15642|primary,Europe,,Bulgaria,42.1833333333,26.5666666667,138,,,National Institute of Meteorology and Hydrology [Bulgaria],,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: EVAP;M/B;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Station making reports of sudden changes.,,,,,,GOS General:Operational,	2016-04-28,
IVAILO,,	1977-01-01,,Operational,Unknown,Land (fixed),0-20000-0-15628|primary,Europe,,Bulgaria,42.2166666667,24.3333333333,213,,,National Institute of Meteorology and Hydrology [Bulgaria],,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: EVAP;M/B;SOILTEMP;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Station making reports of sudden changes.,,,,,,GOS General:Operational,	2016-04-28,
KALIAKPA,,	1977-01-01,,Operational,Unknown,Land (fixed),0-20000-0-15562|primary,Europe,,Bulgaria,43.3666666667,28.4666666667,63,,,National Institute of Meteorology and Hydrology [Bulgaria],,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: C;M/B;SEA/SWELL;SEATEMP (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Station making reports of sudden changes; Sea and swell observations.,,,,,,GOS General:Operational,	2016-04-28,
KURDJALI,,	1966-01-01,,Operational,Partly operational,Land (fixed),0-20000-0-15730|primary,Europe,,Bulgaria,41.65,25.3833333333,330,,,National Institute of Meteorology and Hydrology [Bulgaria],,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: CLIMAT(C);EVAP;M/B;RBCN;RBSN(S);SOILTEMP;SUNDUR;TOTRA (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Station making reports of sudden changes; Total radiation measurements.,,,,,,"CLIMAT(C) - to be deprecated:Closed, GBON:Operational, GOS General:Operational, RBCN - deprecated:Closed, RBON:Operational, RBSN(S) - deprecated:Closed",	2016-04-28,
KUSTENDIL,,	1960-01-01,,Operational,Unknown,Land (fixed),0-20000-0-15601|primary,Europe,,Bulgaria,42.2666666667,22.7666666667,522,,,National Institute of Meteorology and Hydrology [Bulgaria],,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: EVAP;M/B;SOILTEMP;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Station making reports of sudden changes.,,,,,,GOS General:Operational,	2016-04-28,
LOM,,	1961-01-01,,Operational,Unknown,Land (fixed),0-20000-0-15511|primary,Europe,,Bulgaria,43.8166666667,23.25,32,,,National Institute of Meteorology and Hydrology [Bulgaria],,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: CLIMAT(C);M/B;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Station making reports of sudden changes.,,,,,,"CLIMAT(C) - to be deprecated:Closed, GOS General:Operational, RBON:Operational",	2016-04-28,
LOVETCH,,	1977-01-01,,Operational,Partly operational,Land (fixed),0-20000-0-15525|primary,Europe,,Bulgaria,43.15,24.7,220,,,National Institute of Meteorology and Hydrology [Bulgaria],,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: EVAP;M/B;RBSN(S);SOILTEMP (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Station making reports of sudden changes.,,,,,,"GBON:Operational, GOS General:Operational, RBON:Operational, RBSN(S) - deprecated:Closed",	2016-04-28,
MONTANA (15507-0),,,,Operational,Unknown,Land (fixed),0-20000-0-15507|primary,Europe,,Bulgaria,43.4166666667,23.2166666667,202,,,National Institute of Meteorology and Hydrology [Bulgaria],,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: EVAP;M/B;SOILTEMP (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Station making reports of sudden changes.,,,,,,GOS General:Operational,	2016-04-28,
